time,value
0,6000
1,6000
2,6000
3,8626
4,9750
5,6750
6,14250
7,7126
8,6750
9,9750
10,15376
11,24000
12,29626
13,11250
14,29250
15,11626
16,14626
17,16500
18,10126
19,9000
20,9750
21,11626
22,4876
23,4876
24,5250
25,6376
26,4500
27,3376
28,10876
29,5626
30,7876
31,10500
32,5626
33,5250
34,6750
35,7876
36,10876
37,12376
38,12000
39,5626
40,12376
41,22126
42,14250
43,15000
44,7876
45,10500
46,10876
47,5250
48,13876
49,9750
50,10876
51,9376
52,1500
53,7126
54,3000
55,4126
56,6000
57,7500
58,11250
59,3000
60,3376
61,3000
62,3750
63,13876
64,12376
65,3000
66,1500
67,1126
68,376
69,7500
70,1126
71,6750
72,4500
73,11250
74,10126
75,6000
76,6750
77,7876
78,6750
79,10876
80,10876
81,5250
82,4126
83,7126
84,6750
85,6750
86,6376
87,4500
88,4876
89,4126
90,5626
91,5626
92,2626
93,7126
94,8250
95,5626
96,11250
97,6750
98,2626
99,4126
100,7126
101,6000
102,9750
103,5250
104,750
105,750
106,6000
107,11250
108,9000
109,20626
110,3000
111,7876
112,3750
113,2626
114,6000
115,7876
116,6750
117,9376
118,7126
119,18000
120,11626
121,7500
122,7126
123,7126
124,11626
125,3750
126,5626
127,6376
128,4126
129,13500
130,4500
131,8626
132,10876
133,8626
134,8250
135,7876
136,11626
137,3750
138,6000
139,1500
140,7876
141,7876
142,8626
143,10126
144,3000
145,6750
146,7500
147,13876
148,8250
149,10876
150,12000
151,9750
152,24750
153,22126
154,24376
155,27000
156,18376
157,14250
158,10500
159,13126
160,8250
161,9376
162,10500
163,22500
164,5250
165,1876
166,9376
167,7126
168,10500
169,16126
170,15000
171,9000
172,11250
173,10126
174,9000
175,5250
176,10500
177,9000
178,7500
179,9000
180,12000
181,9000
182,15000
183,15000
184,15376
185,12750
186,12750
187,16126
188,28876
189,11626
190,3750
191,7126
192,8626
193,4876
194,7500
195,6376
196,5626
197,6000
198,6750
199,6750
200,4876
201,8626
202,12000
203,11250
204,8250
205,3376
206,9750
207,6750
208,9000
209,6750
210,9376
211,12750
212,9376
213,6750
214,750
215,6376
216,5250
217,10126
218,22876
219,16500
220,16876
221,26626
222,15000
223,6750
224,10126
225,4876
226,8250
227,5626
228,8250
229,8626
230,5626
231,4876
232,5250
233,1876
234,3376
235,7126
236,12000
237,7500
238,5626
239,5626
240,12750
241,6750
242,10876
243,9750
244,3000
245,7876
246,3750
247,18376
248,15000
249,21376
250,15000
251,11626
252,7126
253,7876
254,8250
255,6000
256,13876
257,3376
258,3376
259,3376
260,8626
261,10126
262,7876
263,15000
264,8250
265,13126
266,4500
267,7876
268,11250
269,2250
270,4500
271,14250
272,16500
273,9000
274,12376
275,10876
276,14626
277,15000
278,13500
279,8250
280,6000
281,7500
282,4876
283,4500
284,10876
285,9750
286,9000
287,14250
288,13500
289,12750
290,24750
291,14250
292,7126
293,15000
294,16500
295,17250
296,7500
297,12750
298,10126
299,6000
300,4876
301,4126
302,4500
303,750
304,2250
305,5250
306,15000
307,22500
308,20626
309,10126
310,12000
311,9376
312,9000
313,8626
314,16126
315,11250
316,11626
317,6750
318,14250
319,7126
320,8250
321,18000
322,23250
323,17626
324,9376
325,3750
326,3750
327,12376
328,12000
329,20626
330,26626
331,26626
332,10876
333,4500
334,2626
335,6000
336,10876
337,13876
338,9750
339,6750
340,9750
341,7876
342,14250
343,3750
344,3376
345,1500
346,2626
347,2250
348,3376
349,6376
350,6376
351,2626
352,1126
353,2626
354,3376
355,4876
356,6376
357,11250
358,21000
359,10126
360,11626
361,10126
362,16126
363,8250
364,11250
365,13876
366,5626
367,9376
368,15750
369,19126
370,7876
371,3376
372,10500
373,10500
374,12000
375,7126
376,10876
377,12376
378,16126
379,6750
380,10126
381,9376
382,16126
383,20626
384,30750
385,22876
386,11250
387,2250
388,7500
389,6750
390,5250
391,4876
392,5626
393,6000
394,6750
395,6750
396,8626
397,2626
398,8250
399,8626
400,4126
401,5250
402,9000
403,15000
404,18000
405,13876
406,10126
407,4126
408,4126
409,9000
410,2250
411,4876
412,10876
413,10500
414,5626
415,11250
416,19876
417,3376
418,15000
419,6750
420,13126
421,9000
422,4500
423,10876
424,10876
425,7500
426,10126
427,16126
428,9376
429,4876
430,9750
431,10126
432,7500
433,8626
434,10876
435,7126
436,8250
437,4126
438,2626
439,6376
440,2250
441,4500
442,4500
443,4126
444,11626
445,10876
446,7126
447,11626
448,3376
449,2626
450,5250
451,3750
452,4876
453,9376
454,6750
455,13500
456,18000
457,30376
458,13876
459,10126
460,7126
461,13126
462,4876
463,14626
464,3000
465,5626
466,6376
467,4500
468,5250
469,10500
470,2626
471,10500
472,14626
473,10876
474,3750
475,3750
476,6750
477,9000
478,6750
479,4126
480,4126
481,12376
482,12750
483,12000
484,16500
485,5626
486,6750
487,5626
488,9000
489,9750
490,9376
491,7126
492,8626
493,6000
494,3750
495,2626
496,1500
497,2250
498,3750
499,23626
500,4126
501,3000
502,3376
503,3750
504,28500
505,38250
506,23626
507,10876
508,6000
509,8626
510,8626
511,12376
512,6376
513,14626
514,10876
515,7500
516,10500
517,9376
518,9750
519,6000
520,10500
521,22500
522,15000
523,9750
524,10500
525,7876
526,6750
527,8626
528,12376
529,5626
530,9376
531,3000
532,5250
533,4500
534,7500
535,7500
536,2626
537,4126
538,17250
539,7126
540,13126
541,9376
542,13876
543,6750
544,7876
545,8250
546,4876
547,6750
548,6750
549,1876
550,1126
551,1500
552,5626
553,4876
554,8250
555,9376
556,6376
557,8626
558,8250
559,9376
560,6750
561,13500
562,6376
563,6750
564,8250
565,13126
566,18000
567,18000
568,12376
569,4126
570,3376
571,10500
572,15376
573,19876
574,17250
575,6376
576,10126
577,7500
578,13126
579,16126
580,16500
581,8626
582,15376
583,3750
584,17626
585,19876
586,4126
587,10126
588,8250
589,9750
