time,value
0,400
1,419
2,432
3,450
4,469
5,488
6,500
7,519
8,538
9,550
10,569
11,588
12,607
13,619
14,638
15,657
16,669
17,688
18,707
19,725
20,738
21,757
22,775
23,788
24,807
25,825
26,844
27,857
28,875
29,894
30,907
31,925
32,944
33,963
34,975
35,994
36,1013
37,1044
38,1075
39,1107
40,1138
41,1169
42,1200
43,1232
44,1263
45,1300
46,1332
47,1363
48,1394
49,1425
50,1457
51,1488
52,1519
53,1550
54,1582
55,1613
56,1650
57,1682
58,1713
59,1744
60,1775
61,1807
62,1838
63,1869
64,1900
65,1932
66,1969
67,2000
68,2032
69,2063
70,2094
71,2125
72,2157
73,2194
74,2225
75,2263
76,2300
77,2332
78,2369
79,2407
80,2438
81,2475
82,2513
83,2544
84,2582
85,2619
86,2650
87,2688
88,2725
89,2757
90,2794
91,2832
92,2863
93,2900
94,2938
95,2969
96,3007
97,3044
98,3075
99,3113
100,3150
101,3182
102,3219
103,3250
104,3288
105,3325
106,3357
107,3394
108,3432
109,3450
110,3475
111,3494
112,3519
113,3538
114,3563
115,3588
116,3607
117,3632
118,3650
119,3675
120,3694
121,3719
122,3738
123,3763
124,3782
125,3807
126,3825
127,3850
128,3875
129,3894
130,3919
131,3938
132,3963
133,3982
134,4007
135,4025
136,4050
137,4069
138,4094
139,4113
140,4138
141,4157
142,4182
143,4207
144,4225
145,4225
146,4225
147,4225
148,4225
149,4225
150,4225
151,4225
152,4225
153,4225
154,4225
155,4225
156,4225
157,4225
158,4225
159,4225
160,4225
161,4225
162,4225
163,4225
164,4225
165,4225
166,4225
167,4225
168,4225
169,4225
170,4225
171,4225
172,4225
173,4225
174,4225
175,4225
176,4225
177,4225
178,4225
179,4225
180,4225
181,4207
182,4188
183,4169
184,4150
185,4132
186,4113
187,4094
188,4082
189,4063
190,4044
191,4025
192,4007
193,3988
194,3969
195,3950
196,3932
197,3913
198,3894
199,3875
200,3857
201,3838
202,3819
203,3800
204,3782
205,3763
206,3744
207,3732
208,3713
209,3694
210,3675
211,3657
212,3638
213,3619
214,3600
215,3582
216,3563
217,3538
218,3513
219,3482
220,3457
221,3432
222,3407
223,3382
224,3350
225,3325
226,3300
227,3275
228,3244
229,3219
230,3194
231,3169
232,3144
233,3113
234,3088
235,3063
236,3038
237,3013
238,2982
239,2957
240,2932
241,2907
242,2882
243,2850
244,2825
245,2800
246,2775
247,2744
248,2719
249,2694
250,2669
251,2644
252,2613
253,2588
254,2569
255,2544
256,2519
257,2494
258,2469
259,2444
260,2419
261,2394
262,2369
263,2344
264,2319
265,2294
266,2269
267,2244
268,2219
269,2194
270,2169
271,2144
272,2119
273,2100
274,2063
275,2025
276,1994
277,1957
278,1925
279,1894
280,1857
281,1825
282,1794
283,1763
284,1732
285,1707
286,1675
287,1644
288,1619
289,1588
290,1563
291,1538
292,1513
293,1488
294,1463
295,1438
296,1413
297,1388
298,1369
299,1344
300,1325
301,1300
302,1282
303,1263
304,1244
305,1225
306,1207
307,1188
308,1169
